event_time,total_revenue,search_interest,revenue_trend,demand_trend,demand_revenue_gap
2025-12-18 11:22:00,21700.5713834,75,,,
2025-12-18 11:23:00,81530.0392778,75,2.7570457402871407,0.0,-2.7570457402871407
2025-12-18 11:44:00,153316.3721315,68,0.8804893691894351,-0.09333333333333338,-0.9738227025227685
2025-12-18 11:45:00,259959.403719,68,0.6955749741849613,0.0,-0.6955749741849613
2025-12-18 11:50:00,27934.7024825,73,-0.8925420581719149,0.07352941176470584,0.9660714699366207
2025-12-18 11:51:00,72594.9537921,71,1.5987373174129167,-0.0273972602739726,-1.6261345776868894
2025-12-18 11:52:00,40190.8912626,69,-0.4463679751391523,-0.028169014084507005,0.41819896105464527
